Names
H
Li
Be
B
C
N
O
F
Na
Mg
Al
Si
P
S
Cl
K
Ca
Sc
Ti
V
Cr
Mn
Fe
Co
Ni
Cu
Zn
Ga
Ge
As
Se
Br
Rb
Sr
Y
Zr
Nb
Mo
Ru
Rh
Pd
Ag
Cd
In
Sn
Sb
Te
I
Cs
Ba
La
Ce
Pr
Nd
Sm
Gd
Dy
Er
Yb
Hf
Ta
W
Re
Os
Ir
Pt
Au
Hg
Tl
Pb
Bi
Th
U
